args.num_users,args.algorithm,args.model,args.dataset,args.seed,args.n_cluster,silhouette_score_mask,accuracy_mask,silhouette_score_weight_div,accuracy_weight_div
10,ours,lenet5,cifar10,1,4,-0.02286150631780692,0.6666666666666666,-0.6476095492476475,0.8
100,sub_fedavg,lenet5,cifar10,1,10,-0.11098909157403627,0.18181818181818182,-0.8512894466700816,0.13043478260869565
100,ours,lenet5,cifar10,1,10,-0.010099804277461363,0.2222222222222222,-0.5919420390713551,0.15625
100,ours,lenet5,cifar10,1,15,-0.011033618285627869,0.1111111111111111,-0.6178370662886135,0.2
100,sub_fedavg,lenet5,cifar10,1,15,-0.1168469847955551,0.21428571428571427,-0.8481119899608026,0.16666666666666666
100,ours,lenet5,cifar10,1,20,-0.010547196906912732,0.23529411764705882,-0.6038984150253612,0.058823529411764705
100,sub_fedavg,lenet5,cifar10,1,20,-0.11838363439763343,0.25,-0.8502895653540068,0.3333333333333333
