round,num_users,frac,local_ep,local_bs,bs,lr,momentum,warmup_epoch,model,ks,in_ch,dataset,nclass,nsample_pc,noniid,pruning_percent,pruning_target,dist_thresh_fc,acc_thresh,seed,algorithm,avg_final_tacc,personalized_parameters_percentage,corr_label_network_similarity
4,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,53.975,"[0.0, 0.0, 0.3195181534832786, 0.08271419368692291, 0.0]",-0.06325111894503337,2022-07-24
0,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,44.825,"[0.0, 0.0, 0.3174290287254654, 0.08176937942881683, 0.0]",-0.3671413953830644,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,ours,56.4,"[0.0017777777777777779, 0.007916666666666666, 0.010236900207153472, 0.0064497785394907635, 0.0033623304146369907]",-0.00940253290220175,2022-07-24
2,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,62.0625,"[0.0, 0.0, 0.3174290287254654, 0.08176937942881683, 0.0]",-0.3671413953830644,2022-07-24
0,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.25,"[0.0, 0.0, 0.3202257602560863, 0.08593515138501182, 0.0]",-0.15730346158614522,2022-07-24
2,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.325,"[0.0, 0.0, 0.3202257602560863, 0.08593515138501182, 0.0]",-0.15730346158614522,2022-07-24
4,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,42.55,"[0.0, 0.0, 0.3202257602560863, 0.08593515138501182, 0.0]",-0.15730346158614522,2022-07-24
6,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,45.1875,"[0.0, 0.0, 0.3202257602560863, 0.08593515138501182, 0.0]",-0.15730346158614522,2022-07-24
0,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,55.225,"[0.0, 0.0, 0.31983826130907256, 0.0839166845608761, 0.0]",0.20860969751384764,2022-07-24
2,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.15,"[0.0, 0.0, 0.31983826130907256, 0.0839166845608761, 0.0]",0.20860969751384764,2022-07-24
4,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,47.5,"[0.0, 0.0, 0.31983826130907256, 0.0839166845608761, 0.0]",0.20860969751384764,2022-07-24
6,5,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,59.9625,"[0.0, 0.0, 0.31983826130907256, 0.0839166845608761, 0.0]",0.20860969751384764,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,43.15625,"[0.0, 0.0, 0.7484626400471738, 0.5424092763581705, 0.0]",nan,2022-07-24
2,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,37.5,"[0.0, 0.0, 0.7484626400471738, 0.5424092763581705, 0.0]",nan,2022-07-24
4,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,55.03125,"[0.0, 0.0, 0.7484626400471738, 0.5424092763581705, 0.0]",nan,2022-07-24
6,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,53.78125,"[0.0, 0.0, 0.7484626400471738, 0.5424092763581705, 0.0]",nan,2022-07-24
8,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,40.625,"[0.0, 0.0, 0.7484626400471738, 0.5424092763581705, 0.0]",nan,2022-07-24
10,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,36.625,"[0.0, 0.0, 0.7484626400471738, 0.5424092763581705, 0.0]",nan,2022-07-24
12,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,31.03125,"[0.0, 0.0, 0.7484626400471738, 0.5424092763581705, 0.0]",nan,2022-07-24
14,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,51.25,"[0.0, 0.0, 0.7484626400471738, 0.5424092763581705, 0.0]",nan,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,38.40625,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
2,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
4,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,54.625,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
6,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
8,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,42.96875,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
10,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
12,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,47.0,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
14,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.875,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
16,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,62.28125,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
18,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
20,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.34375,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
22,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,60.71875,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
24,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,43.375,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
26,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,41.28125,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
28,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.6875,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
30,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,60.8125,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
32,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,31.15625,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
34,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,58.09375,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
36,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,51.4375,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
38,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,63.28125,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
40,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,70.65625,"[0.0, 0.0, 0.7571392469042204, 0.5417650848185527, 0.0]",nan,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,51.84375,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
2,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,34.9375,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
4,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,57.375,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
6,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,45.3125,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
8,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,39.03125,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
10,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,40.84375,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
12,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,42.46875,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
14,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,47.15625,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
16,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,28.40625,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
18,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,60.4375,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
20,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,37.71875,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
22,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,57.53125,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
24,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,54.375,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
26,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,62.96875,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
28,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,53.71875,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
30,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,59.8125,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
32,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,57.46875,"[0.0, 0.0, 0.754190885350855, 0.5389735881468757, 0.0]",nan,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,53.40625,"[0.0, 0.0, 0.756044141184399, 0.5387588576336697, 0.0]",nan,2022-07-24
2,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,42.25,"[0.0, 0.0, 0.756044141184399, 0.5387588576336697, 0.0]",nan,2022-07-24
4,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,37.46875,"[0.0, 0.0, 0.756044141184399, 0.5387588576336697, 0.0]",nan,2022-07-24
6,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.9375,"[0.0, 0.0, 0.756044141184399, 0.5387588576336697, 0.0]",nan,2022-07-24
8,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,62.46875,"[0.0, 0.0, 0.756044141184399, 0.5387588576336697, 0.0]",nan,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,37.5,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
2,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.40625,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
4,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.46875,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
6,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,59.59375,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
8,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,51.28125,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
10,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,67.28125,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
12,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,37.78125,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
14,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.3125,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
16,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,55.5,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
18,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,42.5,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
20,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,44.09375,"[0.0, 0.0, 0.7489680734563221, 0.5342495168563453, 0.0]",nan,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,65.03125,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
2,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
4,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.125,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
6,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.125,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
8,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
10,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
12,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.03125,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
14,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,57.34375,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
16,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,30.375,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
18,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,57.5625,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
20,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,57.8125,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
22,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,68.5625,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
24,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,66.4375,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
26,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,70.1875,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
28,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03686635944700461, 0.6812585499316005, 0.7523376295173111, 0.5269486794073438, 0.0]",nan,2022-07-24
0,2,1.0,5,10,128,0.1,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,56.34375,"[0.03686635944700461, 0.7086183310533516, 0.7536012130401819, 0.5385441271204638, 0.0]",nan,2022-07-24
2,2,1.0,5,10,128,0.1,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,59.5625,"[0.03686635944700461, 0.7086183310533516, 0.7536012130401819, 0.5385441271204638, 0.0]",nan,2022-07-24
4,2,1.0,5,10,128,0.1,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,37.5,"[0.03686635944700461, 0.7086183310533516, 0.7536012130401819, 0.5385441271204638, 0.0]",nan,2022-07-24
6,2,1.0,5,10,128,0.1,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,0.0,"[0.03686635944700461, 0.7086183310533516, 0.7536012130401819, 0.5385441271204638, 0.0]",nan,2022-07-24
8,2,1.0,5,10,128,0.1,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,0.0,"[0.03686635944700461, 0.7086183310533516, 0.7536012130401819, 0.5385441271204638, 0.0]",nan,2022-07-24
10,2,1.0,5,10,128,0.1,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,0.0,"[0.03686635944700461, 0.7086183310533516, 0.7536012130401819, 0.5385441271204638, 0.0]",nan,2022-07-24
12,2,1.0,5,10,128,0.1,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,0.0,"[0.03686635944700461, 0.7086183310533516, 0.7536012130401819, 0.5385441271204638, 0.0]",nan,2022-07-24
14,2,1.0,5,10,128,0.1,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,0.0,"[0.03686635944700461, 0.7086183310533516, 0.7536012130401819, 0.5385441271204638, 0.0]",nan,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,57.8875,"[0.0, 0.1875512995896033, 0.30862606351613175, 0.03343354090616277, 0.0]",-0.07826003859669309,2022-07-24
2,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,55.025,"[0.0, 0.1875512995896033, 0.30862606351613175, 0.03343354090616277, 0.0]",-0.07826003859669309,2022-07-24
4,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.4,"[0.0, 0.1875512995896033, 0.30862606351613175, 0.03343354090616277, 0.0]",-0.07826003859669309,2022-07-24
6,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,52.15625,"[0.0, 0.1875512995896033, 0.30862606351613175, 0.03343354090616277, 0.0]",-0.07826003859669309,2022-07-24
8,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,45.4875,"[0.0, 0.1875512995896033, 0.30862606351613175, 0.03343354090616277, 0.0]",-0.07826003859669309,2022-07-24
10,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,42.5375,"[0.0, 0.1875512995896033, 0.30862606351613175, 0.03343354090616277, 0.0]",-0.07826003859669309,2022-07-24
12,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,46.0625,"[0.0, 0.1875512995896033, 0.30862606351613175, 0.03343354090616277, 0.0]",-0.07826003859669309,2022-07-24
14,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,37.65,"[0.0, 0.1875512995896033, 0.30862606351613175, 0.03343354090616277, 0.0]",-0.07826003859669309,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,51.59375,"[0.03686635944700461, 0.6853625170998632, 0.7487995956532727, 0.540691432252523, 0.0]",nan,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
2,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,57.65625,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
4,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
6,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,62.5,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
8,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,49.84375,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
10,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,41.0,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
12,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
14,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
16,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
