round,num_users,frac,local_ep,local_bs,bs,lr,momentum,warmup_epoch,model,ks,in_ch,dataset,nclass,nsample_pc,noniid,pruning_percent,pruning_target,dist_thresh_fc,acc_thresh,seed,algorithm,avg_final_tacc,personalized_parameters_percentage,corr_label_network_similarity,date,delta_r,alpha,regrowth_param,parameter_to_multiply_avg,lambda_value
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours_k_means_regularization_term,tensor(70.1375),2022-10-22,10,0.3,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours_k_means_regularization_term,tensor(68.9938),2022-10-22,10,0.3,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours_k_means_regularization_term,tensor(71.5437),2022-10-22,10,0.3,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(73.8500),"[0.009294053603134707, 0.019180128119065252, 0.008681626149177283, 0.004605201945768087, 0.0017337179896602614]",0.4304188352912082,2022-10-22,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(72.6875),"[0.008572238515060783, 0.014670569918132837, 0.007138613147141937, 0.004056573720198212, 0.005015302332524465]",0.28094533358490875,2022-10-22,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(74.7063),"[0.009820021328261628, 0.010331115883623648, 0.009034638900207273, 0.005723240628070427, 0.004222905295450106]",0.3755622607958479,2022-10-22,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.1562),"[0.005490863723833578, 0.01885528180088779, 0.009543513320422577, 0.004190783849912065, 0.003600995485633615]",0.39977071170766393,2022-10-23,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(73.7312),"[0.010350063673565233, 0.024941967004945522, 0.008311841813636419, 0.004086009569514346, 0.00448153054987606]",0.39082037218149596,2022-10-23,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.3375),"[0.007450932641313227, 0.01044700462091537, 0.004573220065749456, 0.002178640209828137, 0.0038838173115599687]",0.27802048068805135,2022-10-23,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(73.9000),"[0.0053193440514427825, 0.030296481947532972, 0.04435861126135762, 0.014988566958717475, 0.004094959866000958]",0.43318105475246926,2022-10-23,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(68.7125),"[0.00624091370506588, 0.02979974367269801, 0.05329182842094331, 0.013226528318780318, 0.0025765522827931086]",0.5544964688196214,2022-10-23,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(73.9313),"[0.012007482707919312, 0.02770512502331853, 0.05402662219718392, 0.01613799900295173, 0.006914254513188471]",0.5431068324031111,2022-10-23,10,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.5000),"[0.00977881384307368, 0.03734973409124414, 0.05013364445513402, 0.015069156903030031, 0.007372289838993597]",0.49131441481751864,2022-10-23,5,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(70.1875),"[0.002471774800541924, 0.0263411266189283, 0.04105387802494487, 0.010720377063898173, 0.002941970422134693]",0.44533605516496366,2022-10-23,5,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(73.5437),"[0.005675651454374344, 0.022351250803305585, 0.0418234466029185, 0.010465593217261978, 0.0034651695775811146]",0.5465366631549124,2022-10-23,5,0.5,0.8,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours_k_means_regularization_term,tensor(71.9062),2022-10-23,5,0.5,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours_k_means_regularization_term,tensor(68.7562),2022-10-23,5,0.5,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours_k_means_regularization_term,tensor(74.2750),2022-10-23,5,0.5,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours_k_means_regularization_term,tensor(71.6375),2022-10-23,5,0.5,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours_k_means_regularization_term,tensor(68.5312),2022-10-23,5,0.5,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours_k_means_regularization_term,tensor(73.4625),2022-10-23,5,0.5,n_cluster=3,weight_regularization=0.001
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.3187),"[0.0035714285714285713, 0.004582651391162029, 0.0003824701195219124, 0.0005731832139201637, 0.003766478342749529]",0.5957192586610827,2022-10-23,10,0.5,1.0,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(74.),"[0.026976744186046515, 0.03679775280898877, 0.005719857003574911, 0.0036245163917735697, 0.003745318352059925]",0.5012229138719673,2022-10-23,10,0.5,1.0,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(71.8562),"[0.02508069378923846, 0.03580955096853759, 0.010169443939233053, 0.005355729322326863, 0.009591686684769823]",0.5448746916305276,2022-10-23,10,0.5,1.0,0.8,1
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(70.8438),"[0.008879525225708607, 0.025213155468799327, 0.045505104998630905, 0.01637706028550965, 0.005645347067676662]",0.43473258573280515,2022-10-24,10,0.5,0.8,0.8,1,n_cluster=3,mask_sparse_initialization=True
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(73.7688),"[0.006665174885608685, 0.02746924693813509, 0.04006615038352972, 0.012459084333286454, 0.003013169194186243]",0.4291502692790893,2022-10-24,10,0.5,0.8,0.8,1,n_cluster=3,mask_sparse_initialization=True
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(74.7688),"[0.015495900634610312, 0.02693457673258101, 0.043644574604446366, 0.014571347043051356, 0.0062766087239155164]",0.570545565604039,2022-10-24,10,0.5,0.8,0.8,1,n_cluster=3,mask_sparse_initialization=True
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.1438),"[0.002575107296137339, 0.006528402722447234, 0.005529481238923049, 0.002912003181854088, 0.003096212248386161]",0.21213063660144896,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(76.2562),"[0.0008620689655172414, 0.0034070796613879578, 0.004214900013109745, 0.0014864426267722987, 0.00036697371256194785]",0.12873779011471065,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(74.0938),"[0.011398467432950192, 0.011449797658633753, 0.006511487559934527, 0.0022704009079633604, 0.0045836059811853675]",0.18678207460929463,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(74.2000),"[0.005774189005477727, 0.013152254880222628, 0.0030206113469037014, 0.001324778648372838, 0.0035366335329290927]",0.23103443519129002,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(73.4000),"[0.00843767384640003, 0.026200154922407227, 0.007395721847897786, 0.0032465419746020964, 0.0039899496559792375]",0.5064577653236585,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.5250),"[0.01770195728266964, 0.02561599404400395, 0.010275001562624378, 0.005397791529937209, 0.005001853276895136]",0.3331610720734164,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(73.3000),"[0.014117317407628954, 0.031359016231935995, 0.010957291180593293, 0.004589781406739954, 0.008189712859750271]",0.5194249076484927,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.0,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(72.4812),"[0.023221602821507193, 0.03232135959934261, 0.006220451800602642, 0.0036304346736414153, 0.007315635302999462]",0.3773586386787059,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.0,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(74.8562),"[0.04327400904878038, 0.04825970075868294, 0.008762562931309526, 0.005633235404826887, 0.007283079609317]",0.41243279436101266,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.0,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.0375),"[0.02079294553317728, 0.033606615427304753, 0.009421084413082228, 0.004446428572949095, 0.004917903269526508]",0.4812092881777032,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.2,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(73.9938),"[0.012853562973458124, 0.02010392810479095, 0.011764132837321953, 0.0049783361997654705, 0.004669623647732208]",0.36071056403280816,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.2,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(70.7500),"[0.013068644434859753, 0.034825201115806066, 0.010783872116274412, 0.00493931714997633, 0.0055216447363154965]",0.4838343780400745,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.2,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(74.6500),"[0.011131896551136129, 0.020178768044234192, 0.007328978799737952, 0.003435854738514684, 0.002185534235171295]",0.2309029421372111,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.4,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.0062),"[0.003996283288960181, 0.009205191637537479, 0.00447005914295169, 0.0023898976010141453, 0.0022999663008600605]",0.3274169499987605,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.4,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(73.9250),"[0.015427037230578464, 0.03160960279733735, 0.008094434429593428, 0.004262132687100983, 0.008439155512144008]",0.39827819914957924,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.4,n_cluster=4,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(73.7375),"[0.007856575272061813, 0.011984504691552645, 0.0045108608015045305, 0.0019953718878081292, 0.00264091510319842]",0.3960220212853082,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(74.4938),"[0.009392795392342095, 0.01818831494760531, 0.0019461793236819323, 0.0010899292878926703, 0.0034467444173254995]",0.1827819239109288,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(73.6687),"[0.012620128237265077, 0.016684810895564436, 0.0055826865263926785, 0.003766570849705401, 0.005928222553020005]",0.2871625886489911,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.5938),"[0.000425531914893617, 0.002339766867049742, 0.004231613246959946, 0.0015789125128517208, 0.0007448789571694599]",0.16796233497631388,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.5,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.5813),"[0.004868174187814753, 0.007765488680100324, 0.004761166616933035, 0.002112375218968835, 0.001612940986757966]",0.15330854029410235,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.5,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(73.8375),"[0.010030391012943316, 0.017353129961810803, 0.0063488899712386, 0.0027988367710599024, 0.006108343023183133]",0.1255955316820011,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =0.5,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.6750),"[0.0028226771774057537, 0.004367157908104701, 0.0020190927784681867, 0.0013223042314060563, 0.0005572772532070218]",0.12178409637824414,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1.5,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(74.8625),"[0.010720416283612963, 0.01623289605796074, 0.003824844219102174, 0.0013936445790880333, 0.0025118682383336024]",0.2173346837883017,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1.5,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.3625),"[0.016841636879506107, 0.03270193014757417, 0.007150326451824169, 0.006100942144973804, 0.013400748095425945]",0.22978774563780888,2022-10-24,10,0.5,regrowth_param=0.8,0.8,lambda =1.5,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(74.3187),"[0.0027269178059283372, 0.01967829848504888, 0.00209051075682604, 0.001754190341359671, 0.0027193854513453347]",0.29359164025993767,2022-10-24,10,0.5,regrowth_param=0.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(73.3063),"[0.012986944457893241, 0.027405731274323747, 0.004427826783242052, 0.0028812532732068363, 0.011664109075875898]",0.2913811311877057,2022-10-24,10,0.5,regrowth_param=0.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.4062),"[0.006221722212778246, 0.019804440360279306, 0.001643579140238553, 0.0012537993064523185, 0.003162730125589208]",0.14996401736255952,2022-10-24,10,0.5,regrowth_param=0.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(74.3562),"[0.001956188725490196, 0.007674720569956497, 0.000614503884764121, 0.0004952453379519657, 0.0010736829965886194]",0.1843467989952951,2022-10-24,10,0.5,regrowth_param=0.2,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.2625),"[0.009180181815864155, 0.02912636778801165, 0.00723721865219276, 0.004475510664445991, 0.01565981865010943]",0.09904352753614175,2022-10-24,10,0.5,regrowth_param=0.2,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.7312),"[0.00905095470628402, 0.01708292176051854, 0.0014423096115416235, 0.0010479970968803945, 0.004205202622021587]",0.2805268667199954,2022-10-24,10,0.5,regrowth_param=0.2,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.1875),"[0.008118118851530702, 0.01746711840724281, 0.0037196157067336663, 0.0016285512426976382, 0.003114775771173896]",-0.16771528767508184,2022-10-24,10,0.5,regrowth_param=0.4,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(75.1813),"[0.005585836126017616, 0.008361863313654747, 0.0030007481985347053, 0.00124913709116708, 0.0016347221781987079]",0.2636032922686223,2022-10-24,10,0.5,regrowth_param=0.4,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.7375),"[0.007531188768330882, 0.02150088577369314, 0.004399562413122969, 0.003432824739919555, 0.011089571909908294]",0.35193722111453274,2022-10-24,10,0.5,regrowth_param=0.4,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(74.1188),"[0.003589964349450614, 0.014108785559501975, 0.006165125329338465, 0.0029551204759223418, 0.004118776373710326]",0.15229076396169916,2022-10-24,10,0.5,regrowth_param=0.6,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.3000),"[0.004587638054214957, 0.01006795487254697, 0.0033632925113681184, 0.001489242413471662, 0.00237203969722024]",0.04956066743836782,2022-10-24,10,0.5,regrowth_param=0.6,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.2188),"[0.013154062118065742, 0.022799130305989602, 0.005649434391666988, 0.004048706507530837, 0.013807150807121398]",0.24093899477344766,2022-10-24,10,0.5,regrowth_param=0.6,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(73.4437),"[0.009359997279189198, 0.016884422172794244, 0.0060657652733358235, 0.003166477248929873, 0.004618618339464797]",0.19277618517786824,2022-10-25,10,0.5,regrowth_param=0.8,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.1062),"[0.0009049773755656109, 0.003033388611472354, 0.004089845316352709, 0.0015691363105020833, 0.0014533604923040809]",0.25510668175083523,2022-10-25,10,0.5,regrowth_param=0.8,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(75.1000),"[0.00799205758252668, 0.015059944588989719, 0.007315027186486184, 0.004150518365825205, 0.006086439512608442]",0.09086831917394274,2022-10-25,10,0.5,regrowth_param=0.8,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(75.),"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4350111254738984,2022-10-25,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(75.6625),"[0.0, 0.0, 0.0, 0.0, 0.0]",0.4585020940428172,2022-10-25,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(74.7500),"[0.0, 0.0, 0.0, 0.0, 0.0]",0.275068765736703,2022-10-25,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,tensor(74.1000),"[0.002003317049609512, 0.006081530896845235, 0.009694994021765673, 0.0038256854984217983, 0.00041322366315790576]",0.4781773108138463,2022-10-25,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=True
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,2,ours,tensor(69.6937),"[0.02249644374819937, 0.08575246651583948, 0.10280832760027629, 0.03546331661437792, 0.01160583321013077]",0.2616660345107028,2022-10-25,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=True
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,3,ours,tensor(74.5813),"[0.0025641919319633276, 0.010212224254254986, 0.01957025898540985, 0.006425620473243182, 0.0029249357255059123]",0.4124624010479878,2022-10-25,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=True
100,10,1.0,10,32,128,0.01,0.5,0,lenet5_add_1fl,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,create_data_to_learn_positive_transfer,tensor(7.5000),"[0.0, 0.24047619047619045, 0.35930605145106653, 0.012800846336947896, 0.0, 0.0]",-0.15218041696587548,2022-10-26,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=True
100,10,1.0,10,32,128,0.01,0.5,0,lenet5_add_1fl,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,create_data_to_learn_positive_transfer,tensor(35.9813),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",nan,2022-10-27,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,10,10,True,20.0,70,0.0001,50,1,local_training,tensor(50.1188),"[0.0, 0.0, 0.0, 0.0, 0.0]",nan,2022-10-30,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False,Dirichlet_distribution
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,10,10,True,20.0,70,0.0001,50,2,local_training,tensor(49.1750),"[0.0, 0.0, 0.0, 0.0, 0.0]",nan,2022-10-30,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False,Dirichlet_distribution
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,10,10,True,20.0,70,0.0001,50,3,local_training,tensor(51.5875),"[0.0, 0.0, 0.0, 0.0, 0.0]",nan,2022-10-30,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False,Dirichlet_distribution
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,10,10,True,20.0,70,0.0001,50,1,ours,tensor(52.0250),"[0.0, 0.0, 0.0, 0.0, 0.0]",nan,2022-10-30,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False,Dirichlet_distribution
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,10,10,True,20.0,70,0.0001,50,2,ours,tensor(49.3875),"[0.0, 0.0, 0.0, 0.0, 0.0]",nan,2022-10-30,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False,Dirichlet_distribution
100,10,1.0,10,32,128,0.01,0.5,0,lenet5,5,3,cifar10,10,10,True,20.0,70,0.0001,50,3,ours,tensor(53.0187),"[0.0, 0.0, 0.0, 0.0, 0.0]",nan,2022-10-30,10,0.5,regrowth_param=1.0,0.8,lambda =1.0,n_cluster=2,mask_sparse_initialization=False,Dirichlet_distribution
