0.2353929728269577,0.7951648831367493,0.1137438490986824,-0.28029167652130127,-0.015302632004022598,0.147959366440773,0.045928485691547394,0.1403125822544098,-0.15696415305137634,-0.2904697358608246,-49.875,0,0.9932301640510559,-314.3182373046875,-318.2638589143753,-35.125,-316.0457690358162,-31.25,-315.7863598614931,-11.5,-315.6319487243891,-19.0,-315.5014310628176,-12.125
-0.543408215045929,0.7328127026557922,-0.09927218407392502,-0.1372699737548828,-0.11441658437252045,-0.3621135652065277,-0.12441739439964294,-0.07909724116325378,-0.01233623642474413,0.35750123858451843,-63.875,0,0.9974333643913269,-300.3108215332031,-304.05554991960526,-60.25,-301.8196991533041,-16.125,-301.61784641444683,-37.25,-301.43100409954786,-19.0,-301.34485290944576,-37.0
-0.554314374923706,-0.7215192914009094,-0.1360183209180832,0.22828340530395508,-0.13707609474658966,0.18776701390743256,-0.08800262212753296,0.3437512516975403,-0.1941698044538498,0.2296372950077057,-44.25,0,0.9993315935134888,-390.9598083496094,-395.4561879634857,-14.125,-392.80951914191246,3.5,-392.3983239531517,-17.0,-392.278004527092,-14.375,-392.1893913373351,-7.0
-0.40810784697532654,-0.028028687462210655,-0.1771552413702011,-0.0019316456746309996,-0.025583025068044662,-0.0038441168144345284,0.0690416693687439,0.324802041053772,0.1269862949848175,0.3673967719078064,-44.25,1,0.9978959560394287,-169.0646514892578,-170.8995017260313,-8.375,-170.1607940196991,-20.875,-169.9942875429988,-3.25,-169.76034907251596,-2.375,-169.67892701923847,-6.375
0.012424062006175518,-0.687166690826416,-0.09864531457424164,0.1990586221218109,-0.10884317010641098,-0.16568894684314728,-0.060901835560798645,0.11279428750276566,-0.07276319712400436,0.01459564920514822,-59.625,0,0.11425577104091644,-265.4630432128906,-267.9501457810402,-19.5,-267.4508947879076,-13.375,-266.64070846140385,-13.0,-266.522169791162,-13.75,-266.3224001079798,-14.125
0.2213011384010315,0.3359633684158325,-0.07772118598222733,-0.3911479115486145,-0.1267411857843399,-0.2803744375705719,-0.090543232858181,-0.11564457416534424,-0.20098423957824707,-0.3332693874835968,-72.25,0,0.9979445934295654,-208.5677947998047,-211.71504300832748,-32.25,-209.81507671624422,-36.0,-209.400094602257,-33.125,-209.43287923187017,-31.375,-209.1738194655627,-35.875
-0.3227618932723999,-0.9761197566986084,-0.02962690033018589,-0.13998009264469147,-0.13226115703582764,-0.1902850866317749,-0.14518679678440094,-0.3630407750606537,-0.20836582779884338,-0.34980693459510803,-52.5,1,0.9991859197616577,-211.35147094726562,-214.0826650261879,-31.625,-212.67005014419556,-13.0,-212.3225471228361,-11.875,-212.1370707899332,-12.25,-212.04697423800826,-15.125
-0.20295125246047974,-0.09765917807817459,-0.14094696938991547,-0.16975782811641693,-0.04444611445069313,0.21433232724666595,0.13847753405570984,0.6080727577209473,0.11988557130098343,0.6894177198410034,-51.625,1,0.9991714954376221,-255.2813262939453,-257.92726427316666,-10.5,-256.49935648590326,-4.5,-256.1803287267685,-5.875,-256.03266490250826,-3.5,-255.95329854264855,-5.375
-0.013111524283885956,-0.018299339339137077,0.0964326336979866,-0.2854483723640442,0.10004448890686035,-0.3492140471935272,0.06751186400651932,0.008665663190186024,0.07476095110177994,-0.14242154359817505,-60.0,0,0.9744477868080139,-421.0401916503906,-424.1799732297659,-34.625,-423.1471310853958,-20.875,-422.2265146970749,-26.5,-422.0926079750061,-30.25,-421.8194698244333,-29.75
-0.7534247040748596,-0.7314431667327881,-0.0017171968938782811,-0.7410511374473572,-0.1551624834537506,-0.5604496002197266,-0.2707851231098175,-0.6777874231338501,-0.44324952363967896,-0.7441040873527527,-64.875,0,0.9978240728378296,-307.5015563964844,-310.48979388177395,-38.25,-309.54458886384964,-31.375,-309.15775333344936,-26.0,-308.93106876313686,-27.375,-308.7491971105337,-32.0
