0.2788335084915161,0.8072544932365417,0.08902448415756226,-0.218730628490448,-0.013802967965602875,0.11891838908195496,0.038349997252225876,0.11530464142560959,-0.15484006702899933,-0.2942865788936615,-46.375,0,0.9933295249938965,-362.7584533691406,-366.73850524425507,-3.375,-364.42699010670185,11.875,-364.1731367856264,-2.625,-364.0505060404539,-10.375,-363.9288791269064,-0.125,-363.8643567562103,-1.0,-363.793917119503,-10.875,-363.75381795316935,-0.25,-363.75042002648115,-4.25,-363.6799072176218,-3.875,-363.66616973280907,-0.25,-363.94278030097485,-3.625,-363.97072976082563,-2.5,-364.06532295048237,-0.75,-363.7893936932087,-2.25,-363.60197142511606,-5.0,-363.5644678398967,-1.625,-363.50365729257464,-4.125,-363.4745146781206,-2.25,-363.5326067991555,-4.875,-363.527087662369,-0.5,-364.17161279916763,-3.25,-363.50761112198234,0.125,-363.4033469706774,-3.125,-363.3199059329927,-2.625,-363.2626767195761,-5.5,-363.2453860193491,-4.375,-363.1979455985129,-4.75,-363.1758548449725,-5.625,-363.15151060558856,-5.75,-363.14232113957405,-5.75,-363.120548857376,-7.25,-363.102241627872,-8.375,-363.0894539952278,-7.0,-363.07536031864583,-9.0,-363.0712092295289,-9.0,-363.05923408456147,-9.75,-363.0459111072123,-10.5,-363.0430515613407,-9.75,-363.0341488327831,-11.75,-363.0239352378994,-11.875,-363.01922053750604,-11.625,-363.0093751475215,-11.875,-363.0009536091238,-12.75,-363.00759394466877,-12.5,-362.99044552631676,-13.5,-362.98850783519447,-13.625,-362.9847502252087,-14.25,-362.98381693288684,-12.75,-362.9717895425856,-14.625
-0.5748999714851379,0.47076496481895447,-0.07096469402313232,-0.31259089708328247,-0.10340264439582825,-0.4011193513870239,-0.10634776949882507,-0.12063798308372498,-0.04097524285316467,0.3057783246040344,-61.875,0,0.9975989460945129,-296.25213623046875,-300.162415266037,13.875,-297.8303131312132,-20.375,-297.5756879225373,-0.25,-297.37535409629345,12.625,-297.2413440570235,11.75,-297.19111985713243,5.875,-297.08433155342937,9.625,-297.01564505696297,8.25,-296.97142505273223,7.25,-296.8723225109279,7.75,-296.8297539614141,9.375,-296.78500213846564,9.5,-296.7405967116356,10.25,-296.7139245439321,8.0,-296.6865714620799,7.0,-296.66122159175575,8.375,-296.63218254968524,7.25,-296.61113919503987,5.375,-296.59394504502416,6.625,-296.572227101773,6.375,-296.5607263315469,5.5,-296.5466958004981,5.75,-296.53640833776444,5.625,-296.5280146971345,5.125,-296.5155148971826,5.25,-296.4960076622665,4.25,-296.4876335123554,4.75,-296.48273287341,4.25,-296.4713891381398,3.375,-296.4651030562818,3.125,-296.46098051499575,3.0,-296.4497610218823,3.125,-296.4426231402904,2.5,-296.4360175207257,2.5,-296.4312473209575,2.25,-296.42690907791257,2.0,-296.4193643219769,1.75,-296.4170323316939,1.5,-296.410367582459,0.75,-296.4054530747235,0.875,-296.39950286084786,0.75,-296.3992927945219,0.75,-296.397206466645,0.375,-296.38846324710175,0.25,-296.3842059415765,0.0,-296.3807484554127,-0.75,-296.3779639727436,-0.125,-296.3764505451545,-0.25,-296.37396124750376,-0.25,-296.3734624972567,-0.25
-0.5770429372787476,-0.844024658203125,-0.18195955455303192,0.27891606092453003,-0.1662183254957199,0.2975035011768341,-0.09456315636634827,0.4446351230144501,-0.193939670920372,0.3250204622745514,-47.25,0,0.9992894530296326,-423.734130859375,-427.7969174385071,-18.875,-425.5124626457691,4.5,-425.0641168951988,6.5,-424.9063802137971,7.0,-424.806385204196,3.25,-424.7608601152897,6.25,-424.6500929668546,9.75,-424.6346729695797,6.125,-424.51731887459755,4.75,-424.4785602912307,6.5,-424.4274180084467,6.125,-424.4081513732672,5.75,-424.3570406585932,7.0,-424.31700848415494,2.5,-424.33552864566445,6.5,-424.3866139538586,3.625,-424.4810498356819,5.25,-425.02502996474504,4.0,-425.0534873828292,5.875,-424.7177233174443,6.0,-424.52121313661337,5.5,-424.45180594176054,0.0,-424.38405668362975,6.0,-424.3376908674836,-1.75,-424.2123671658337,2.125,-424.1346913985908,-1.75,-424.09721142426133,-2.0,-424.0749955922365,-2.625,-424.06183004006743,-2.375,-424.0447260159999,-3.75,-424.0316202584654,-4.75,-424.0248089376837,-3.5,-424.0103185083717,-5.125,-423.9930877648294,-5.75,-423.99926222488284,-5.0,-423.9844661708921,-6.5,-423.9737855195999,-6.0,-423.9632947780192,-7.125,-423.9574375115335,-8.25,-423.9542804900557,-7.25,-423.94362800195813,-8.875,-423.9360105972737,-9.875,-423.9283752813935,-10.5,-423.9263862054795,-10.75,-423.9236613046378,-10.25,-423.91689217463136,-11.125,-423.9168554255739,-11.0,-423.90670473780483,-11.75,-423.90420476719737,-12.25,-423.9011584017426,-11.375
-0.23724178969860077,0.11723406612873077,-0.15676790475845337,-0.29062381386756897,-0.004602208733558655,-0.024550210684537888,0.04245803505182266,0.20984072983264923,0.09167373180389404,0.24899032711982727,-46.625,1,0.9979559183120728,-194.30093383789062,-196.20628041028976,-4.0,-195.5912601351738,5.125,-195.19936349987984,2.625,-195.0354981943965,1.875,-194.94116889685392,4.75,-194.84365925192833,1.25,-194.80630415305495,1.125,-194.75909918546677,4.125,-194.6961186863482,1.25,-194.69404219463468,2.125,-194.67917690984905,3.125,-194.63017503544688,1.25,-194.60353646986187,2.125,-194.5894211102277,2.125,-194.5691072177142,1.625,-194.5605802796781,1.625,-194.55443591624498,0.75,-194.5369044430554,1.125,-194.52307039592415,0.375,-194.5181311974302,0.375,-194.51559372246265,0.25,-194.50189564470202,-0.25,-194.4986968981102,0.125,-194.48396329488605,0.5,-194.47511767596006,-1.0,-194.47512574121356,-0.5,-194.47096865531057,-1.25,-194.46621087379754,-1.0,-194.45570437889546,-1.0,-194.45081386063248,-1.125,-194.44769439008087,-1.25,-194.44174428656697,-1.5,-194.435414114967,-2.0,-194.43008776567876,-2.75,-194.4246444166638,-2.625,-194.4230879228562,-2.375,-194.4193437588401,-2.5,-194.4197329757735,-2.375,-194.41458265297115,-2.375,-194.41522152721882,-3.0,-194.40798031818122,-2.375,-194.40689368359745,-3.125,-194.40465416572988,-2.75,-194.40019469801337,-3.625,-194.4032604135573,-3.125,-194.39835760882124,-3.5,-194.39629433769733,-3.375,-194.39546062750742,-3.625,-194.39193842792884,-3.75,-194.38889774493873,-3.875
-0.42924150824546814,0.41123491525650024,-0.2324434369802475,0.42582449316978455,-0.11888990551233292,0.15597954392433167,-0.08069823682308197,0.2305147349834442,-0.15364553034305573,0.13357789814472198,-57.25,0,0.9992427229881287,-167.2571258544922,-169.8397783190012,3.5,-168.73002859950066,16.75,-168.4487635344267,7.125,-168.27168025821447,14.875,-168.15219160169363,3.0,-168.0957775786519,9.125,-167.98858212307096,12.875,-167.92671873420477,13.375,-167.90578999370337,7.0,-167.85626933723688,11.0,-167.82489246875048,8.125,-167.80609057098627,9.375,-167.73504741117358,7.875,-167.70065081864595,8.625,-167.6646064799279,8.75,-167.64469364844263,7.625,-167.62298484891653,5.875,-167.61329692974687,5.75,-167.5922489222139,6.5,-167.57917476072907,5.25,-167.5683145429939,5.0,-167.55115322954953,4.25,-167.54278381355107,4.75,-167.5330966860056,4.125,-167.5205368231982,3.5,-167.51342234853655,3.875,-167.503237481229,3.25,-167.49263374693692,2.875,-167.48688674811274,2.375,-167.47686596866697,2.375,-167.47012373805046,2.0,-167.46562703326344,2.125,-167.4580136500299,1.5,-167.45241856575012,1.5,-167.44688719604164,1.25,-167.44015393033624,0.875,-167.4380155969411,0.25,-167.43170345854014,0.5,-167.42763487249613,0.125,-167.4225210575387,-0.125,-167.41729389410466,-0.25,-167.4139961609617,-0.625,-167.41029594419524,-0.5,-167.40460366476327,-1.0,-167.40268231928349,-1.0,-167.4018968413584,-1.0,-167.39651384903118,-1.125,-167.3899870463647,-1.25,-167.3884523436427,-1.625,-167.38752458570525,-1.5
-0.47796905040740967,-0.2406926453113556,-0.2894766926765442,-0.05130624398589134,-0.12800420820713043,0.04051000997424126,-0.18337105214595795,-0.060221508145332336,-0.22260525822639465,0.012769777327775955,-41.75,0,0.9991632103919983,-321.60943603515625,-325.6065871119499,-30.125,-323.36862683296204,0.5,-323.0604303777218,-22.0,-322.9441020935774,6.0,-322.9610472768545,10.75,-322.8550773113966,6.0,-322.77083519101143,8.875,-322.6676333770156,8.25,-322.6636021286249,6.25,-322.58703024685383,5.75,-322.66835191100836,6.5,-322.5699359700084,5.625,-322.4873816668987,6.0,-322.50226666778326,6.5,-322.43177830055356,5.5,-322.3479007445276,5.75,-322.3044860623777,5.0,-322.21483543142676,5.125,-322.24236445873976,5.25,-322.2898822501302,4.875,-322.4354428462684,6.375,-322.4267952814698,4.75,-322.45181449875236,7.375,-322.35066374763846,5.375,-322.2274047601968,5.875,-322.0968209169805,3.125,-322.04447525180876,3.25,-322.0073161982,2.25,-321.98933544941247,2.375,-321.9686178881675,2.25,-322.0057846941054,2.625,-321.9630057811737,1.375,-321.9549215277657,1.375,-321.923420692794,0.125,-321.91139668691903,0.125,-321.91473528463393,0.375,-321.900059979409,-0.5,-321.88786647003144,-0.125,-321.88689841143787,-0.5,-321.87701635994017,-1.25,-321.8631221316755,-1.875,-321.8652766617015,-1.5,-321.85227556712925,-2.125,-321.85519616585225,-1.75,-321.8491248637438,-2.125,-321.8453435441479,-2.625,-321.8297648737207,-3.375,-321.8293466065079,-2.625,-321.82758779544383,-3.0,-321.82967654196545,-3.5
-0.6321703791618347,-0.9325631856918335,-0.20513278245925903,0.2067210078239441,-0.09253045171499252,0.23191440105438232,-0.059426430612802505,0.3453112244606018,-0.1304883509874344,0.1666795313358307,-49.75,0,0.9978094100952148,-347.100830078125,-351.09214970469475,-0.75,-348.84250143170357,-8.75,-348.47817977517843,14.375,-348.3008278235793,-6.0,-348.2235713079572,-3.375,-348.0838474407792,1.875,-348.05932380631566,2.25,-348.1690346226096,7.125,-347.90476370230317,2.0,-347.88385044038296,4.375,-347.90941460058093,4.625,-348.0151853039861,3.0,-347.9160302095115,3.75,-347.97973277419806,3.75,-348.0876119323075,4.375,-347.99856746941805,2.5,-347.8284492120147,4.625,-347.68341599591076,2.375,-347.606519298628,2.625,-347.56494800560176,2.125,-347.52820712700486,2.0,-347.4971129456535,1.5,-347.4782686037943,1.5,-347.46335577592254,1.5,-347.446809604764,0.875,-347.42465099785477,0.125,-347.44006557110697,0.75,-347.40202489774674,-0.625,-347.3908913983032,-0.5,-347.39188710972667,-0.125,-347.37420846987516,-1.375,-347.3691180543974,-0.625,-347.3725306512788,-1.125,-347.3490663021803,-1.875,-347.3524551233277,-1.625,-347.3320330493152,-3.125,-347.33165312651545,-3.125,-347.3190795276314,-3.5,-347.334742475301,-2.375,-347.3154502213001,-3.25,-347.30440540378913,-4.0,-347.2995274849236,-4.125,-347.28861699346453,-4.5,-347.29257863899693,-4.25,-347.28079264145344,-5.25,-347.2755088848062,-5.25,-347.2726342822425,-5.125,-347.26888417452574,-5.25,-347.2759532169439,-4.875,-347.2638055081479,-5.75
-0.49348926544189453,0.32426416873931885,-0.1483505666255951,0.003237235127016902,-0.06599653512239456,0.2333095669746399,0.01579493097960949,0.3006485402584076,0.042970914393663406,0.4088515341281891,-50.5,1,0.9973350167274475,-142.33477783203125,-145.09637638926506,21.75,-143.4208840429783,-0.375,-143.37195040285587,8.25,-143.22997152805328,12.25,-143.1349515542388,11.875,-143.0374397188425,13.5,-142.97495232522488,14.0,-142.9006157591939,13.625,-142.84616596251726,11.75,-142.8006784915924,12.0,-142.76263263821602,13.375,-142.73979404196143,11.625,-142.71594154834747,11.625,-142.68175138160586,11.125,-142.65874104946852,11.125,-142.64469674229622,10.875,-142.6392401829362,10.375,-142.6250066254288,10.5,-142.60428500920534,10.375,-142.59889307804406,11.375,-142.59257815033197,10.75,-142.58032652176917,10.375,-142.56462462991476,9.625,-142.55916218459606,10.375,-142.54632479324937,10.125,-142.54169848747551,9.5,-142.53274944610894,9.125,-142.5273513291031,9.0,-142.52032112888992,9.0,-142.51245431602,8.875,-142.50679367780685,8.625,-142.49899335578084,8.25,-142.49728212319314,8.0,-142.49485478922725,8.375,-142.49440194759518,8.25,-142.4863119451329,7.875,-142.4823753181845,7.0,-142.48418779764324,7.5,-142.47287498041987,7.25,-142.4732980467379,6.75,-142.46936671808362,6.75,-142.4621177157387,6.25,-142.46347571816295,6.75,-142.45950869750232,6.125,-142.45711557660252,6.0,-142.45310224592686,5.75,-142.4526916537434,5.375,-142.44440481159836,4.875,-142.44704265054315,4.75,-142.44430712144822,5.125
-0.17462515830993652,0.010147681459784508,-0.21038801968097687,0.1584654301404953,-0.09342697262763977,0.22460633516311646,-0.06744757294654846,0.33699414134025574,-0.04982350394129753,0.2554066777229309,-44.5,1,0.9975226521492004,-155.12905883789062,-157.54928815364838,13.25,-156.25907182693481,14.625,-156.00055669993162,13.5,-155.81194526702166,13.125,-155.7460147589445,13.0,-155.633660197258,13.625,-155.57637933641672,13.625,-155.53636169061065,13.5,-155.50461238995194,12.75,-155.4765268843621,12.5,-155.44466629438102,11.75,-155.4283639974892,11.875,-155.41631660796702,11.375,-155.4011040981859,11.5,-155.391611777246,11.125,-155.37085407599807,9.75,-155.36810255236924,9.75,-155.3596822731197,9.5,-155.34881821461022,9.625,-155.34354163426906,9.375,-155.3363568019122,8.875,-155.3269821535796,8.625,-155.31406693905592,8.125,-155.31817418150604,8.125,-155.305280784145,7.5,-155.30519533436745,7.25,-155.29735953640193,6.875,-155.2929637171328,6.625,-155.28316522203386,6.0,-155.2771820621565,5.875,-155.28257282078266,5.75,-155.26885356288403,5.375,-155.27338803373277,5.625,-155.25956620648503,5.125,-155.2562173930928,5.125,-155.2568996557966,5.0,-155.2506305091083,4.875,-155.2568327151239,4.625,-155.25222412217408,4.625,-155.24351666029543,4.25,-155.23830136377364,4.125,-155.23513571545482,4.125,-155.235481553711,4.0,-155.2273685815744,3.875,-155.23317404976115,3.875,-155.23039627540857,4.0,-155.22660564538091,3.625,-155.2289279969409,3.75,-155.22161295637488,3.375,-155.22089717304334,3.5
-0.11769465357065201,0.3510041832923889,-0.05942368134856224,0.010860605165362358,-0.07498019188642502,-0.14529365301132202,-0.08358980715274811,-0.0004439899348653853,-0.023513952270150185,0.07629872858524323,-50.5,0,0.12178609520196915,-157.7975311279297,-160.0378138422966,21.0,-159.39497716724873,24.75,-158.81511039286852,20.75,-158.8119644895196,21.0,-158.58611365780234,19.25,-158.56790608167648,19.375,-158.5043014921248,20.75,-158.45421692356467,19.375,-158.37419979833066,19.875,-158.34743763878942,17.75,-158.29367373138666,19.125,-158.27511829696596,18.375,-158.25579781085253,17.625,-158.2372722160071,17.0,-158.2107181120664,16.375,-158.19993444532156,15.75,-158.18952280841768,16.125,-158.17744510248303,14.875,-158.16000975854695,14.625,-158.15727617405355,15.625,-158.14534900337458,15.0,-158.12975692003965,14.25,-158.11822543293238,13.875,-158.11319084651768,13.25,-158.10532390885055,13.375,-158.09817205183208,13.125,-158.0807738630101,12.5,-158.0777437184006,12.25,-158.07281591091305,12.0,-158.06678410526365,11.75,-158.06138844788074,10.75,-158.05835082568228,10.875,-158.04259660560638,9.625,-158.03292895760387,8.875,-158.0279092034325,8.125,-158.01970439683646,8.0,-158.02133485581726,8.125,-158.01537921838462,7.625,-158.0086078196764,7.25,-158.0036827083677,6.75,-158.00203133374453,6.875,-158.00256076548249,7.5,-157.99402693193406,6.625,-157.9876651186496,6.5,-157.9874112373218,6.5,-157.98097762092948,5.125,-157.98050141055137,5.25,-157.9723530607298,4.375,-157.97478744667023,4.625,-157.9713842626661,4.75
